Logistics_ID,Ref_OrderID,Delivery_Status
TRK-946921,ORD-146921,RTO
TRK-946922,ORD-146922,Delivered
TRK-946923,ORD-146923,Delivered
TRK-946924,ORD-146924,RTO
TRK-946925,ORD-146925,RTO
TRK-946926,ORD-146926,RTO
TRK-946927,ORD-146927,In Transit
TRK-946928,ORD-146928,Delivered
TRK-946929,ORD-146929,Delivered
TRK-946930,ORD-146930,RTO
TRK-946931,ORD-146931,Delivered
TRK-946932,ORD-146932,In Transit
TRK-946933,ORD-146933,In Transit
TRK-946934,ORD-146934,RTO
TRK-946935,ORD-146935,RTO
TRK-946936,ORD-146936,In Transit
TRK-946937,ORD-146937,RTO
TRK-946938,ORD-146938,In Transit
TRK-946939,ORD-146939,RTO
TRK-946940,ORD-146940,Delivered
TRK-946941,ORD-146941,In Transit
TRK-946942,ORD-146942,In Transit
TRK-946943,ORD-146943,In Transit
TRK-946944,ORD-146944,Delivered
TRK-946946,ORD-146946,In Transit
TRK-946947,ORD-146947,Delivered
TRK-946948,ORD-146948,In Transit
TRK-946949,ORD-146949,Delivered
TRK-946950,ORD-146950,In Transit
TRK-946951,ORD-146951,Delivered
TRK-946952,ORD-146952,RTO
TRK-946953,ORD-146953,In Transit
TRK-946954,ORD-146954,RTO
TRK-946956,ORD-146956,In Transit
TRK-946957,ORD-146957,Delivered
TRK-946958,ORD-146958,Delivered
TRK-946959,ORD-146959,RTO
TRK-946960,ORD-146960,In Transit
TRK-946961,ORD-146961,Delivered
TRK-946962,ORD-146962,In Transit
TRK-946963,ORD-146963,Delivered
TRK-946964,ORD-146964,In Transit
TRK-946965,ORD-146965,In Transit
TRK-946966,ORD-146966,RTO
TRK-946967,ORD-146967,Delivered
TRK-946968,ORD-146968,RTO
TRK-946969,ORD-146969,RTO
TRK-946970,ORD-146970,RTO
TRK-946971,ORD-146971,Delivered
TRK-946972,ORD-146972,In Transit
TRK-946973,ORD-146973,RTO
TRK-946974,ORD-146974,In Transit
TRK-946975,ORD-146975,Delivered
TRK-946976,ORD-146976,In Transit
TRK-946977,ORD-146977,In Transit
TRK-946978,ORD-146978,In Transit
TRK-946979,ORD-146979,RTO
TRK-946980,ORD-146980,RTO
TRK-946981,ORD-146981,In Transit
TRK-946982,ORD-146982,In Transit
TRK-946983,ORD-146983,In Transit
TRK-946984,ORD-146984,RTO
TRK-946985,ORD-146985,RTO
TRK-946986,ORD-146986,RTO
TRK-946987,ORD-146987,In Transit
TRK-946988,ORD-146988,RTO
TRK-946989,ORD-146989,In Transit
TRK-946990,ORD-146990,RTO
TRK-946991,ORD-146991,RTO
TRK-946992,ORD-146992,RTO
TRK-946993,ORD-146993,Delivered
TRK-946994,ORD-146994,RTO
TRK-946995,ORD-146995,In Transit
TRK-946996,ORD-146996,Delivered
TRK-946997,ORD-146997,In Transit
TRK-946998,ORD-146998,RTO
TRK-946999,ORD-146999,In Transit
TRK-947000,ORD-147000,Delivered
TRK-947001,ORD-147001,Delivered
TRK-947002,ORD-147002,In Transit
TRK-947003,ORD-147003,Delivered
TRK-947004,ORD-147004,Delivered
TRK-947005,ORD-147005,RTO
TRK-947006,ORD-147006,RTO
TRK-947007,ORD-147007,RTO
TRK-947008,ORD-147008,In Transit
TRK-947010,ORD-147010,Delivered
TRK-947011,ORD-147011,In Transit
TRK-947012,ORD-147012,RTO
TRK-947013,ORD-147013,RTO
TRK-947014,ORD-147014,Delivered
TRK-947015,ORD-147015,In Transit
TRK-947016,ORD-147016,In Transit
TRK-947017,ORD-147017,In Transit
TRK-947018,ORD-147018,Delivered
TRK-947019,ORD-147019,In Transit
TRK-947020,ORD-147020,Delivered
TRK-947021,ORD-147021,In Transit
TRK-947022,ORD-147022,Delivered
TRK-947023,ORD-147023,In Transit
TRK-947024,ORD-147024,In Transit
TRK-947026,ORD-147026,Delivered
TRK-947027,ORD-147027,RTO
TRK-947028,ORD-147028,RTO
TRK-947029,ORD-147029,RTO
TRK-947030,ORD-147030,In Transit
TRK-947031,ORD-147031,Delivered
TRK-947032,ORD-147032,RTO
TRK-947033,ORD-147033,In Transit
TRK-947034,ORD-147034,Delivered
TRK-947035,ORD-147035,RTO
TRK-947036,ORD-147036,In Transit
TRK-947037,ORD-147037,In Transit
TRK-947038,ORD-147038,RTO
TRK-947039,ORD-147039,Delivered
TRK-947040,ORD-147040,Delivered
TRK-947041,ORD-147041,RTO
TRK-947042,ORD-147042,RTO
TRK-947043,ORD-147043,In Transit
TRK-947045,ORD-147045,Delivered
TRK-947047,ORD-147047,In Transit
TRK-947048,ORD-147048,In Transit
TRK-947049,ORD-147049,In Transit
TRK-947050,ORD-147050,In Transit
TRK-947051,ORD-147051,Delivered
TRK-947052,ORD-147052,Delivered
TRK-947053,ORD-147053,In Transit
TRK-947054,ORD-147054,RTO
TRK-947055,ORD-147055,In Transit
TRK-947056,ORD-147056,RTO
TRK-947057,ORD-147057,In Transit
TRK-947058,ORD-147058,In Transit
TRK-947059,ORD-147059,In Transit
TRK-947060,ORD-147060,RTO
TRK-947061,ORD-147061,In Transit
TRK-947062,ORD-147062,Delivered
TRK-947063,ORD-147063,Delivered
TRK-947064,ORD-147064,RTO
TRK-947065,ORD-147065,In Transit
TRK-947066,ORD-147066,In Transit
TRK-947067,ORD-147067,In Transit
TRK-947068,ORD-147068,RTO
TRK-947069,ORD-147069,RTO
TRK-947070,ORD-147070,RTO
TRK-947071,ORD-147071,In Transit
TRK-947072,ORD-147072,Delivered
TRK-947073,ORD-147073,RTO
TRK-947074,ORD-147074,RTO
TRK-947075,ORD-147075,Delivered
TRK-947076,ORD-147076,In Transit
TRK-947077,ORD-147077,Delivered
TRK-947078,ORD-147078,Delivered
TRK-947079,ORD-147079,Delivered
TRK-947080,ORD-147080,RTO
TRK-947081,ORD-147081,In Transit
TRK-947082,ORD-147082,Delivered
TRK-947083,ORD-147083,RTO
TRK-947084,ORD-147084,Delivered
TRK-947085,ORD-147085,RTO
TRK-947086,ORD-147086,Delivered
TRK-947087,ORD-147087,In Transit
TRK-947088,ORD-147088,RTO
TRK-947089,ORD-147089,Delivered
TRK-947090,ORD-147090,In Transit
TRK-947091,ORD-147091,RTO
TRK-947092,ORD-147092,RTO
TRK-947093,ORD-147093,RTO
TRK-947094,ORD-147094,RTO
TRK-947095,ORD-147095,In Transit
TRK-947096,ORD-147096,In Transit
TRK-947099,ORD-147099,In Transit
TRK-947100,ORD-147100,Delivered
TRK-947101,ORD-147101,In Transit
TRK-947102,ORD-147102,Delivered
TRK-947103,ORD-147103,Delivered
TRK-947104,ORD-147104,RTO
TRK-947105,ORD-147105,In Transit
TRK-947106,ORD-147106,In Transit
TRK-947107,ORD-147107,Delivered
TRK-947108,ORD-147108,In Transit
TRK-947109,ORD-147109,In Transit
TRK-947110,ORD-147110,Delivered
TRK-947111,ORD-147111,In Transit
TRK-947112,ORD-147112,Delivered
TRK-947113,ORD-147113,In Transit
TRK-947114,ORD-147114,RTO
TRK-947115,ORD-147115,In Transit
TRK-947116,ORD-147116,Delivered
TRK-947117,ORD-147117,RTO
TRK-947118,ORD-147118,RTO
TRK-947119,ORD-147119,Delivered
TRK-947120,ORD-147120,Delivered
TRK-947121,ORD-147121,In Transit
TRK-947122,ORD-147122,RTO
TRK-947123,ORD-147123,RTO
TRK-947124,ORD-147124,Delivered
TRK-947125,ORD-147125,In Transit
TRK-947126,ORD-147126,RTO
TRK-947127,ORD-147127,RTO
TRK-947128,ORD-147128,Delivered
TRK-947129,ORD-147129,In Transit
TRK-947130,ORD-147130,RTO
TRK-947131,ORD-147131,RTO
TRK-947132,ORD-147132,Delivered
TRK-947133,ORD-147133,In Transit
TRK-947134,ORD-147134,RTO
TRK-947135,ORD-147135,Delivered
TRK-947136,ORD-147136,RTO
TRK-947137,ORD-147137,In Transit
TRK-947138,ORD-147138,RTO
TRK-947140,ORD-147140,Delivered
TRK-947141,ORD-147141,Delivered
TRK-947142,ORD-147142,In Transit
TRK-947143,ORD-147143,In Transit
TRK-947144,ORD-147144,Delivered
TRK-947145,ORD-147145,Delivered
TRK-947146,ORD-147146,RTO
TRK-947147,ORD-147147,In Transit
TRK-947148,ORD-147148,RTO
TRK-947149,ORD-147149,In Transit
TRK-947150,ORD-147150,Delivered
TRK-947151,ORD-147151,In Transit
TRK-947153,ORD-147153,In Transit
TRK-947154,ORD-147154,RTO
TRK-947155,ORD-147155,Delivered
TRK-947156,ORD-147156,Delivered
TRK-947157,ORD-147157,RTO
TRK-947158,ORD-147158,In Transit
TRK-947159,ORD-147159,RTO
TRK-947160,ORD-147160,RTO
TRK-947161,ORD-147161,RTO
TRK-947162,ORD-147162,RTO
TRK-947163,ORD-147163,RTO
TRK-947164,ORD-147164,RTO
TRK-947165,ORD-147165,RTO
TRK-947166,ORD-147166,RTO
TRK-947167,ORD-147167,RTO
TRK-947168,ORD-147168,In Transit
TRK-947169,ORD-147169,In Transit
TRK-947171,ORD-147171,RTO
TRK-947172,ORD-147172,Delivered
TRK-947173,ORD-147173,RTO
TRK-947175,ORD-147175,Delivered
TRK-947176,ORD-147176,RTO
TRK-947177,ORD-147177,In Transit
TRK-947178,ORD-147178,In Transit
TRK-947179,ORD-147179,RTO
TRK-947180,ORD-147180,In Transit
TRK-947181,ORD-147181,In Transit
TRK-947182,ORD-147182,Delivered
TRK-947183,ORD-147183,RTO
TRK-947184,ORD-147184,RTO
TRK-947185,ORD-147185,Delivered
TRK-947186,ORD-147186,RTO
TRK-947187,ORD-147187,In Transit
TRK-947188,ORD-147188,RTO
TRK-947189,ORD-147189,In Transit
TRK-947190,ORD-147190,In Transit
TRK-947191,ORD-147191,RTO
TRK-947192,ORD-147192,RTO
TRK-947193,ORD-147193,RTO
TRK-947194,ORD-147194,RTO
TRK-947195,ORD-147195,RTO
TRK-947196,ORD-147196,Delivered
TRK-947197,ORD-147197,RTO
TRK-947198,ORD-147198,RTO
TRK-947199,ORD-147199,In Transit
TRK-947200,ORD-147200,Delivered
TRK-947201,ORD-147201,In Transit
TRK-947202,ORD-147202,Delivered
TRK-947203,ORD-147203,Delivered
TRK-947204,ORD-147204,In Transit
TRK-947205,ORD-147205,In Transit
TRK-947206,ORD-147206,Delivered
TRK-947208,ORD-147208,RTO
TRK-947210,ORD-147210,Delivered
TRK-947211,ORD-147211,In Transit
TRK-947212,ORD-147212,Delivered
TRK-947213,ORD-147213,Delivered
TRK-947214,ORD-147214,In Transit
TRK-947215,ORD-147215,In Transit
TRK-947216,ORD-147216,In Transit
TRK-947217,ORD-147217,RTO
TRK-947218,ORD-147218,RTO
TRK-947219,ORD-147219,Delivered
TRK-947220,ORD-147220,Delivered
TRK-947221,ORD-147221,In Transit
TRK-947222,ORD-147222,In Transit
TRK-947223,ORD-147223,Delivered
TRK-947224,ORD-147224,In Transit
TRK-947226,ORD-147226,RTO
TRK-947227,ORD-147227,Delivered
TRK-947228,ORD-147228,RTO
TRK-947229,ORD-147229,RTO
TRK-947231,ORD-147231,In Transit
TRK-947232,ORD-147232,Delivered
TRK-947233,ORD-147233,Delivered
TRK-947234,ORD-147234,Delivered
TRK-947235,ORD-147235,Delivered
TRK-947236,ORD-147236,Delivered
TRK-947237,ORD-147237,In Transit
TRK-947238,ORD-147238,Delivered
TRK-947239,ORD-147239,Delivered
TRK-947240,ORD-147240,RTO
TRK-947241,ORD-147241,Delivered
TRK-947242,ORD-147242,Delivered
TRK-947243,ORD-147243,In Transit
TRK-947244,ORD-147244,Delivered
TRK-947245,ORD-147245,RTO
TRK-947247,ORD-147247,RTO
TRK-947248,ORD-147248,RTO
TRK-947249,ORD-147249,Delivered
TRK-947250,ORD-147250,In Transit
TRK-947251,ORD-147251,In Transit
TRK-947252,ORD-147252,Delivered
TRK-947253,ORD-147253,RTO
TRK-947254,ORD-147254,Delivered
TRK-947255,ORD-147255,In Transit
TRK-947256,ORD-147256,In Transit
TRK-947257,ORD-147257,Delivered
TRK-947259,ORD-147259,In Transit
TRK-947260,ORD-147260,Delivered
TRK-947261,ORD-147261,Delivered
TRK-947262,ORD-147262,Delivered
TRK-947263,ORD-147263,RTO
TRK-947264,ORD-147264,RTO
TRK-947265,ORD-147265,Delivered
TRK-947266,ORD-147266,Delivered
TRK-947267,ORD-147267,RTO
TRK-947268,ORD-147268,Delivered
TRK-947269,ORD-147269,Delivered
TRK-947270,ORD-147270,Delivered
TRK-947272,ORD-147272,In Transit
TRK-947273,ORD-147273,RTO
TRK-947274,ORD-147274,In Transit
TRK-947275,ORD-147275,In Transit
TRK-947276,ORD-147276,In Transit
TRK-947277,ORD-147277,Delivered
TRK-947278,ORD-147278,Delivered
TRK-947279,ORD-147279,Delivered
TRK-947280,ORD-147280,In Transit
TRK-947281,ORD-147281,In Transit
TRK-947282,ORD-147282,In Transit
TRK-947283,ORD-147283,RTO
TRK-947284,ORD-147284,Delivered
TRK-947285,ORD-147285,Delivered
TRK-947286,ORD-147286,Delivered
TRK-947287,ORD-147287,In Transit
TRK-947289,ORD-147289,Delivered
TRK-947290,ORD-147290,In Transit
TRK-947291,ORD-147291,Delivered
TRK-947292,ORD-147292,RTO
TRK-947293,ORD-147293,RTO
TRK-947294,ORD-147294,Delivered
TRK-947295,ORD-147295,In Transit
TRK-947296,ORD-147296,Delivered
TRK-947297,ORD-147297,Delivered
TRK-947298,ORD-147298,In Transit
TRK-947299,ORD-147299,RTO
TRK-947300,ORD-147300,RTO
TRK-947301,ORD-147301,Delivered
TRK-947303,ORD-147303,In Transit
TRK-947304,ORD-147304,In Transit
TRK-947305,ORD-147305,In Transit
TRK-947306,ORD-147306,Delivered
TRK-947307,ORD-147307,In Transit
TRK-947308,ORD-147308,RTO
TRK-947309,ORD-147309,In Transit
TRK-947310,ORD-147310,RTO
TRK-947311,ORD-147311,RTO
TRK-947312,ORD-147312,In Transit
TRK-947313,ORD-147313,Delivered
TRK-947314,ORD-147314,In Transit
TRK-947316,ORD-147316,In Transit
TRK-947317,ORD-147317,Delivered
TRK-947318,ORD-147318,Delivered
TRK-947319,ORD-147319,RTO
TRK-947320,ORD-147320,Delivered
TRK-947321,ORD-147321,RTO
TRK-947322,ORD-147322,RTO
TRK-947324,ORD-147324,Delivered
TRK-947325,ORD-147325,RTO
TRK-947326,ORD-147326,In Transit
TRK-947327,ORD-147327,Delivered
TRK-947328,ORD-147328,RTO
TRK-947329,ORD-147329,Delivered
TRK-947330,ORD-147330,In Transit
TRK-947331,ORD-147331,Delivered
TRK-947332,ORD-147332,In Transit
TRK-947333,ORD-147333,In Transit
TRK-947334,ORD-147334,In Transit
TRK-947335,ORD-147335,RTO
TRK-947336,ORD-147336,In Transit
TRK-947337,ORD-147337,In Transit
TRK-947338,ORD-147338,Delivered
TRK-947339,ORD-147339,Delivered
TRK-947340,ORD-147340,RTO
TRK-947341,ORD-147341,Delivered
TRK-947342,ORD-147342,Delivered
TRK-947343,ORD-147343,Delivered
TRK-947344,ORD-147344,In Transit
TRK-947345,ORD-147345,Delivered
TRK-947346,ORD-147346,In Transit
TRK-947347,ORD-147347,RTO
TRK-947348,ORD-147348,Delivered
TRK-947349,ORD-147349,Delivered
TRK-947350,ORD-147350,Delivered
TRK-947351,ORD-147351,Delivered
TRK-947352,ORD-147352,In Transit
TRK-947353,ORD-147353,RTO
TRK-947354,ORD-147354,Delivered
TRK-947355,ORD-147355,Delivered
TRK-947356,ORD-147356,RTO
TRK-947357,ORD-147357,RTO
TRK-947359,ORD-147359,Delivered
TRK-947360,ORD-147360,In Transit
TRK-947361,ORD-147361,In Transit
TRK-947362,ORD-147362,Delivered
TRK-947363,ORD-147363,Delivered
TRK-947364,ORD-147364,RTO
TRK-947365,ORD-147365,In Transit
TRK-947366,ORD-147366,In Transit
TRK-947367,ORD-147367,RTO
TRK-947368,ORD-147368,Delivered
TRK-947369,ORD-147369,Delivered
TRK-947370,ORD-147370,RTO
TRK-947371,ORD-147371,RTO
TRK-947372,ORD-147372,In Transit
TRK-947373,ORD-147373,In Transit
TRK-947374,ORD-147374,Delivered
TRK-947375,ORD-147375,RTO
TRK-947376,ORD-147376,RTO
TRK-947377,ORD-147377,RTO
TRK-947378,ORD-147378,In Transit
TRK-947379,ORD-147379,In Transit
TRK-947380,ORD-147380,Delivered
TRK-947381,ORD-147381,RTO
TRK-947382,ORD-147382,In Transit
TRK-947383,ORD-147383,In Transit
TRK-947384,ORD-147384,Delivered
TRK-947385,ORD-147385,In Transit
TRK-947386,ORD-147386,RTO
TRK-947388,ORD-147388,RTO
TRK-947389,ORD-147389,Delivered
TRK-947390,ORD-147390,Delivered
TRK-947391,ORD-147391,In Transit
TRK-947392,ORD-147392,Delivered
TRK-947393,ORD-147393,In Transit
TRK-947394,ORD-147394,Delivered
TRK-947395,ORD-147395,Delivered
TRK-947396,ORD-147396,RTO
TRK-947397,ORD-147397,RTO
TRK-947398,ORD-147398,In Transit
TRK-947399,ORD-147399,Delivered
TRK-947401,ORD-147401,In Transit
TRK-947402,ORD-147402,Delivered
TRK-947403,ORD-147403,Delivered
TRK-947404,ORD-147404,In Transit
TRK-947405,ORD-147405,Delivered
TRK-947406,ORD-147406,In Transit
TRK-947407,ORD-147407,RTO
TRK-947408,ORD-147408,RTO
TRK-947409,ORD-147409,RTO
TRK-947410,ORD-147410,Delivered
TRK-947411,ORD-147411,Delivered
TRK-947413,ORD-147413,In Transit
TRK-947414,ORD-147414,Delivered
TRK-947415,ORD-147415,RTO
TRK-947416,ORD-147416,Delivered
TRK-947418,ORD-147418,In Transit
TRK-947419,ORD-147419,In Transit
TRK-947420,ORD-147420,Delivered
TRK-947421,ORD-147421,In Transit
TRK-947422,ORD-147422,Delivered
TRK-947423,ORD-147423,RTO
TRK-947424,ORD-147424,RTO
TRK-947425,ORD-147425,In Transit
TRK-947426,ORD-147426,RTO
TRK-947427,ORD-147427,Delivered
TRK-947428,ORD-147428,In Transit
TRK-947429,ORD-147429,RTO
TRK-947430,ORD-147430,RTO
TRK-947431,ORD-147431,In Transit
TRK-947432,ORD-147432,Delivered
TRK-947433,ORD-147433,Delivered
TRK-947434,ORD-147434,RTO
TRK-947435,ORD-147435,In Transit
TRK-947436,ORD-147436,In Transit
TRK-947437,ORD-147437,Delivered
TRK-947438,ORD-147438,Delivered
TRK-947439,ORD-147439,Delivered
TRK-947440,ORD-147440,RTO
TRK-947441,ORD-147441,Delivered
TRK-947442,ORD-147442,In Transit
TRK-947443,ORD-147443,In Transit
TRK-947444,ORD-147444,In Transit
TRK-947445,ORD-147445,Delivered
TRK-947446,ORD-147446,In Transit
TRK-947447,ORD-147447,In Transit
TRK-947448,ORD-147448,Delivered
TRK-947449,ORD-147449,Delivered
TRK-947450,ORD-147450,RTO
TRK-947451,ORD-147451,Delivered
TRK-947452,ORD-147452,Delivered
TRK-947453,ORD-147453,RTO
TRK-947454,ORD-147454,RTO
TRK-947455,ORD-147455,In Transit
TRK-947456,ORD-147456,Delivered
TRK-947457,ORD-147457,In Transit
TRK-947458,ORD-147458,In Transit
TRK-947459,ORD-147459,In Transit
TRK-947460,ORD-147460,Delivered
TRK-947461,ORD-147461,RTO
TRK-947462,ORD-147462,Delivered
TRK-947463,ORD-147463,Delivered
TRK-947464,ORD-147464,RTO
TRK-947465,ORD-147465,In Transit
TRK-947466,ORD-147466,RTO
TRK-947467,ORD-147467,Delivered
TRK-947469,ORD-147469,Delivered
TRK-947470,ORD-147470,Delivered
TRK-947471,ORD-147471,In Transit
TRK-947472,ORD-147472,In Transit
TRK-947473,ORD-147473,RTO
TRK-947474,ORD-147474,Delivered
TRK-947475,ORD-147475,RTO
TRK-947476,ORD-147476,In Transit
TRK-947477,ORD-147477,Delivered
TRK-947478,ORD-147478,RTO
TRK-947479,ORD-147479,In Transit
TRK-947480,ORD-147480,Delivered
TRK-947481,ORD-147481,Delivered
TRK-947482,ORD-147482,In Transit
TRK-947483,ORD-147483,Delivered
TRK-947484,ORD-147484,In Transit
TRK-947485,ORD-147485,RTO
TRK-947486,ORD-147486,RTO
TRK-947487,ORD-147487,In Transit
TRK-947488,ORD-147488,In Transit
TRK-947489,ORD-147489,RTO
TRK-947490,ORD-147490,In Transit
TRK-947491,ORD-147491,Delivered
TRK-947492,ORD-147492,Delivered
TRK-947493,ORD-147493,In Transit
TRK-947494,ORD-147494,Delivered
TRK-947495,ORD-147495,In Transit
TRK-947497,ORD-147497,Delivered
TRK-947498,ORD-147498,Delivered
TRK-947499,ORD-147499,Delivered
TRK-947500,ORD-147500,In Transit
TRK-947501,ORD-147501,Delivered
TRK-947502,ORD-147502,Delivered
TRK-947503,ORD-147503,In Transit
TRK-947504,ORD-147504,RTO
TRK-947505,ORD-147505,In Transit
TRK-947506,ORD-147506,RTO
TRK-947507,ORD-147507,RTO
TRK-947508,ORD-147508,RTO
TRK-947509,ORD-147509,RTO
TRK-947510,ORD-147510,In Transit
TRK-947511,ORD-147511,Delivered
TRK-947512,ORD-147512,In Transit
TRK-947513,ORD-147513,RTO
TRK-947514,ORD-147514,In Transit
TRK-947515,ORD-147515,Delivered
TRK-947516,ORD-147516,RTO
TRK-947517,ORD-147517,RTO
TRK-947518,ORD-147518,RTO
TRK-947519,ORD-147519,RTO
TRK-947520,ORD-147520,RTO
TRK-947521,ORD-147521,In Transit
TRK-947522,ORD-147522,In Transit
TRK-947523,ORD-147523,RTO
TRK-947524,ORD-147524,RTO
TRK-947525,ORD-147525,RTO
TRK-947526,ORD-147526,RTO
TRK-947527,ORD-147527,Delivered
TRK-947528,ORD-147528,RTO
TRK-947529,ORD-147529,RTO
TRK-947530,ORD-147530,In Transit
TRK-947531,ORD-147531,RTO
TRK-947532,ORD-147532,RTO
TRK-947533,ORD-147533,RTO
TRK-947534,ORD-147534,Delivered
TRK-947535,ORD-147535,In Transit
TRK-947536,ORD-147536,In Transit
TRK-947537,ORD-147537,Delivered
TRK-947538,ORD-147538,In Transit
TRK-947539,ORD-147539,In Transit
TRK-947541,ORD-147541,RTO
TRK-947542,ORD-147542,RTO
TRK-947543,ORD-147543,In Transit
TRK-947544,ORD-147544,In Transit
TRK-947545,ORD-147545,Delivered
TRK-947546,ORD-147546,RTO
TRK-947547,ORD-147547,In Transit
TRK-947548,ORD-147548,Delivered
TRK-947549,ORD-147549,In Transit
TRK-947550,ORD-147550,RTO
TRK-947551,ORD-147551,Delivered
TRK-947552,ORD-147552,RTO
TRK-947553,ORD-147553,RTO
TRK-947554,ORD-147554,Delivered
TRK-947555,ORD-147555,In Transit
TRK-947556,ORD-147556,Delivered
TRK-947558,ORD-147558,In Transit
TRK-947559,ORD-147559,Delivered
TRK-947560,ORD-147560,In Transit
TRK-947561,ORD-147561,RTO
TRK-947562,ORD-147562,In Transit
TRK-947563,ORD-147563,In Transit
TRK-947564,ORD-147564,Delivered
TRK-947565,ORD-147565,In Transit
TRK-947566,ORD-147566,RTO
TRK-947567,ORD-147567,In Transit
TRK-947568,ORD-147568,In Transit
TRK-947569,ORD-147569,RTO
TRK-947570,ORD-147570,RTO
TRK-947571,ORD-147571,In Transit
TRK-947572,ORD-147572,RTO
TRK-947573,ORD-147573,Delivered
TRK-947574,ORD-147574,In Transit
TRK-947575,ORD-147575,In Transit
TRK-947576,ORD-147576,RTO
TRK-947577,ORD-147577,RTO
TRK-947578,ORD-147578,In Transit
TRK-947579,ORD-147579,In Transit
TRK-947580,ORD-147580,RTO
TRK-947581,ORD-147581,Delivered
TRK-947582,ORD-147582,Delivered
TRK-947584,ORD-147584,RTO
TRK-947585,ORD-147585,In Transit
TRK-947586,ORD-147586,RTO
TRK-947587,ORD-147587,Delivered
TRK-947588,ORD-147588,RTO
TRK-947589,ORD-147589,In Transit
TRK-947590,ORD-147590,Delivered
TRK-947591,ORD-147591,Delivered
TRK-947592,ORD-147592,RTO
TRK-947595,ORD-147595,Delivered
TRK-947596,ORD-147596,Delivered
TRK-947597,ORD-147597,In Transit
TRK-947598,ORD-147598,RTO
TRK-947599,ORD-147599,Delivered
TRK-947600,ORD-147600,RTO
TRK-947601,ORD-147601,RTO
TRK-947602,ORD-147602,RTO
TRK-947603,ORD-147603,In Transit
TRK-947604,ORD-147604,In Transit
TRK-947605,ORD-147605,RTO
TRK-947606,ORD-147606,Delivered
TRK-947607,ORD-147607,Delivered
TRK-947608,ORD-147608,In Transit
TRK-947609,ORD-147609,Delivered
TRK-947610,ORD-147610,RTO
TRK-947611,ORD-147611,In Transit
TRK-947612,ORD-147612,RTO
TRK-947613,ORD-147613,In Transit
TRK-947614,ORD-147614,In Transit
TRK-947615,ORD-147615,RTO
TRK-947616,ORD-147616,RTO
TRK-947617,ORD-147617,RTO
TRK-947618,ORD-147618,RTO
TRK-947619,ORD-147619,Delivered
TRK-947620,ORD-147620,RTO
TRK-947621,ORD-147621,Delivered
TRK-947622,ORD-147622,Delivered
TRK-947623,ORD-147623,In Transit
TRK-947624,ORD-147624,In Transit
TRK-947625,ORD-147625,RTO
TRK-947626,ORD-147626,Delivered
TRK-947627,ORD-147627,RTO
TRK-947628,ORD-147628,In Transit
TRK-947630,ORD-147630,RTO
TRK-947631,ORD-147631,Delivered
TRK-947632,ORD-147632,In Transit
TRK-947633,ORD-147633,In Transit
TRK-947634,ORD-147634,RTO
TRK-947635,ORD-147635,Delivered
TRK-947636,ORD-147636,In Transit
TRK-947637,ORD-147637,RTO
TRK-947638,ORD-147638,Delivered
TRK-947639,ORD-147639,In Transit
TRK-947640,ORD-147640,Delivered
TRK-947641,ORD-147641,RTO
TRK-947642,ORD-147642,RTO
TRK-947643,ORD-147643,In Transit
TRK-947644,ORD-147644,RTO
TRK-947645,ORD-147645,Delivered
TRK-947646,ORD-147646,RTO
TRK-947647,ORD-147647,Delivered
TRK-947648,ORD-147648,Delivered
TRK-947649,ORD-147649,RTO
TRK-947650,ORD-147650,Delivered
TRK-947651,ORD-147651,In Transit
TRK-947652,ORD-147652,Delivered
TRK-947653,ORD-147653,Delivered
TRK-947654,ORD-147654,RTO
TRK-947655,ORD-147655,RTO
TRK-947656,ORD-147656,RTO
TRK-947657,ORD-147657,RTO
TRK-947658,ORD-147658,RTO
TRK-947659,ORD-147659,In Transit
TRK-947660,ORD-147660,In Transit
TRK-947661,ORD-147661,In Transit
TRK-947662,ORD-147662,In Transit
TRK-947663,ORD-147663,RTO
TRK-947664,ORD-147664,In Transit
TRK-947665,ORD-147665,Delivered
TRK-947666,ORD-147666,In Transit
TRK-947667,ORD-147667,In Transit
TRK-947668,ORD-147668,In Transit
TRK-947669,ORD-147669,Delivered
TRK-947670,ORD-147670,RTO
TRK-947671,ORD-147671,Delivered
TRK-947672,ORD-147672,RTO
TRK-947673,ORD-147673,Delivered
TRK-947674,ORD-147674,Delivered
TRK-947675,ORD-147675,Delivered
TRK-947676,ORD-147676,Delivered
TRK-947677,ORD-147677,RTO
TRK-947678,ORD-147678,RTO
TRK-947679,ORD-147679,In Transit
TRK-947680,ORD-147680,In Transit
TRK-947681,ORD-147681,RTO
TRK-947682,ORD-147682,Delivered
TRK-947683,ORD-147683,Delivered
TRK-947684,ORD-147684,RTO
TRK-947685,ORD-147685,RTO
TRK-947686,ORD-147686,In Transit
TRK-947687,ORD-147687,RTO
TRK-947688,ORD-147688,Delivered
TRK-947689,ORD-147689,RTO
TRK-947690,ORD-147690,Delivered
TRK-947691,ORD-147691,In Transit
TRK-947692,ORD-147692,Delivered
TRK-947693,ORD-147693,Delivered
TRK-947694,ORD-147694,Delivered
TRK-947695,ORD-147695,In Transit
TRK-947696,ORD-147696,Delivered
TRK-947697,ORD-147697,Delivered
TRK-947698,ORD-147698,In Transit
TRK-947700,ORD-147700,In Transit
TRK-947701,ORD-147701,RTO
TRK-947702,ORD-147702,In Transit
TRK-947703,ORD-147703,Delivered
TRK-947704,ORD-147704,RTO
TRK-947705,ORD-147705,RTO
